Countries,LE at birth All,M,F,FΔM,Δ2000,All,M,F,FΔM,Δ2000,All,M,F,FΔM,Δ2000,All,M,F,FΔM,Δ2000,
Japan,84.3,81.5,86.9,5.4,3.2,74.1,72.6,75.5,2.9,2.5,26.3,23.9,28.6,4.7,2.2,20.4,18.8,21.8,3.0,1.7,
Switzerland,83.4,81.8,85.1,3.3,3.7,72.5,72.2,72.8,0.6,3.2,25.4,24.1,26.6,2.5,2.4,19.5,18.8,20.2,1.4,1.8,
South Korea,83.3,80.3,86.1,5.8,7.1,73.1,71.3,74.7,3.4,5.7,25.8,23.4,27.9,4.5,5.1,19.8,18.2,21.2,3.0,3.9,
Singapore,83.2,81.0,85.5,4.5,4.8,73.6,72.4,74.7,2.3,4.1,25.5,23.8,27.2,3.4,4.0,20.0,18.8,21.0,2.2,3.4,
Spain,83.2,80.7,85.7,5.0,4.1,72.1,71.3,72.9,1.6,3.0,25.4,23.3,27.3,4.0,2.7,19.2,18.0,20.3,2.3,1.9,
Cyprus,83.1,81.1,85.1,4.0,4.4,72.4,71.8,73.0,1.2,3.3,24.9,23.3,26.4,3.1,3.0,19.0,18.1,19.9,1.8,2.2,
Italy,83.0,80.9,84.9,4.0,3.6,71.9,71.2,72.6,1.4,2.9,25.0,23.4,26.5,3.1,2.5,18.9,17.9,19.8,1.9,1.8,
Australia,83.0,81.3,84.8,3.5,3.3,70.9,70.2,71.7,1.5,2.3,25.6,24.4,26.8,2.4,2.5,19.0,18.2,19.7,1.5,1.7,
Israel,82.6,80.8,84.4,3.6,4.0,72.4,72.0,72.7,0.7,3.2,24.9,23.6,26.0,2.4,3.0,19.3,18.7,19.9,1.2,2.2,
Norway,82.6,81.1,84.1,3.0,4.1,71.4,71.0,71.6,0.6,3.0,24.7,23.5,25.8,2.3,2.7,18.5,17.8,19.1,1.3,1.8,
France,82.5,79.8,85.1,5.3,3.6,72.1,71.1,73.1,2.0,2.8,25.3,23.3,27.2,3.9,2.3,19.7,18.5,20.8,2.3,1.7,
Sweden,82.4,80.8,84.0,3.2,2.8,71.9,71.7,72.1,0.4,2.0,24.5,23.3,25.6,2.3,2.1,18.9,18.3,19.4,1.1,1.5,
Luxembourg,82.4,80.6,84.2,3.6,4.2,71.6,71.1,72.0,0.9,3.3,24.4,22.9,25.8,2.9,2.6,18.5,17.7,19.3,1.6,1.8,
Iceland,82.3,80.8,83.9,3.1,2.6,72.0,71.7,72.3,0.6,2.2,24.6,23.7,25.5,1.8,2.0,19.0,18.6,19.4,0.8,1.6,
Canada,82.2,80.4,84.1,3.7,3.1,71.3,70.5,72.0,1.5,1.9,25.2,23.8,26.4,2.6,2.7,19.0,18.2,19.7,1.5,1.7,
New Zealand,82.0,80.4,83.5,3.1,3.4,70.2,69.6,70.8,1.2,2.4,24.8,23.8,25.8,2.0,2.4,18.6,17.9,19.2,1.3,1.7,
Malta,81.9,79.9,83.8,3.9,4.0,71.5,70.9,71.9,1.0,3.0,24.5,23.0,25.9,2.9,3.7,18.9,18.0,19.6,1.6,2.7,
Netherlands,81.8,80.4,83.1,2.7,3.8,71.4,71.3,71.5,0.2,2.6,24.1,23.0,25.1,2.1,2.8,18.4,17.9,18.9,1.0,1.8,
Ireland,81.8,80.2,83.5,3.3,5.4,71.1,70.7,71.4,0.7,4.0,24.2,23.0,25.3,2.3,4.0,18.6,18.0,19.2,1.2,2.9,
Germany,81.7,78.7,84.8,6.1,3.6,70.9,69.7,72.1,2.4,2.4,24.4,21.9,26.9,5.0,2.6,18.5,17.0,19.9,2.9,1.7,
Portugal,81.6,78.6,84.4,5.8,5.0,71.0,69.6,72.2,2.6,4.2,24.3,22.1,26.3,4.2,3.1,18.6,17.3,19.8,2.5,2.3,
Finland,81.6,79.2,84.0,4.8,4.0,71.0,69.9,72.0,2.1,3.2,24.2,22.4,25.8,3.4,2.6,18.5,17.3,19.5,2.2,2.0,
Austria,81.6,79.4,83.8,4.4,3.4,70.9,69.9,71.9,2.0,2.7,24.1,22.4,25.6,3.2,2.1,18.3,17.2,19.4,2.2,1.6,
Belgium,81.4,79.3,83.5,4.2,3.7,70.6,69.8,71.3,1.5,2.8,24.0,22.3,25.6,3.3,2.4,18.2,17.2,19.1,1.9,1.6,
United Kingdom,81.4,79.8,83.0,3.2,3.5,70.1,69.6,70.6,1.0,2.5,24.1,23.0,25.2,2.2,2.8,18.3,17.6,18.9,1.3,2.0,
Denmark,81.3,79.6,83.0,3.4,4.4,71.0,70.7,71.4,0.7,3.4,23.6,22.3,24.9,2.6,3.0,18.2,17.6,18.9,1.3,2.2,
Slovenia,81.3,78.6,84.1,5.5,5.2,70.7,69.0,72.5,3.5,4.2,23.8,21.8,25.6,3.8,3.3,17.8,16.4,19.2,2.8,2.5,
Greece,81.1,78.6,83.6,5.0,2.9,70.9,69.9,71.9,2.0,2.3,23.8,22.1,25.5,3.4,2.3,18.4,17.3,19.5,2.2,1.6,
Kuwait,81.0,79.3,83.9,4.6,3.1,70.1,69.5,71.1,1.6,2.4,24.0,22.8,25.9,3.1,1.8,17.8,17.1,18.9,1.8,1.3,
Costa Rica,80.8,78.3,83.4,5.1,2.8,70.0,68.6,71.3,2.7,2.0,25.0,23.6,26.4,2.8,2.6,18.7,17.8,19.5,1.7,1.8,
Chile,80.7,78.1,83.2,5.1,3.9,70.0,69.0,71.1,2.1,3.0,24.3,22.4,25.9,3.5,3.0,18.4,17.3,19.3,2.0,2.0,
Peru,79.9,78.5,81.3,2.8,5.5,69.5,69.2,69.8,0.6,4.6,24.4,23.7,25.1,1.4,2.1,18.5,18.3,18.7,0.4,1.5,
Maldives,79.6,78.6,80.8,2.2,8.6,70.0,69.7,70.0,0.3,7.6,22.1,21.4,23.1,1.7,4.1,16.8,16.4,17.2,0.8,3.1,
Colombia,79.3,76.7,81.9,5.2,5.6,69.0,67.4,70.5,3.1,4.9,24.0,22.5,25.3,2.8,2.3,18.1,17.1,18.9,1.8,1.8,
Panama,79.3,76.6,82.1,5.5,2.1,68.7,67.4,70.0,2.6,1.5,24.3,22.6,26.0,3.4,1.0,18.1,17.1,19.2,2.1,0.5,
Czech Republic,79.1,76.3,81.9,5.6,4.1,68.8,67.0,70.6,3.6,2.9,22.1,19.9,24.0,4.1,2.8,16.3,14.7,17.8,3.1,1.7,
Estonia,78.9,74.7,82.6,7.9,8.0,69.2,66.4,71.7,5.3,6.6,22.5,19.3,25.0,5.7,3.9,17.3,14.8,19.1,4.3,3.0,
Croatia,78.6,75.5,81.6,6.1,4.2,68.6,66.7,70.5,3.8,3.2,21.8,19.4,23.7,4.3,2.8,16.2,14.6,17.7,3.1,1.8,
Turkey,78.6,76.4,80.7,4.3,4.2,68.4,67.8,69.0,1.2,3.4,22.0,20.6,23.2,2.6,0.5,16.6,15.8,17.3,1.5,0.3,
United States of America,78.5,76.3,80.7,4.4,1.8,66.1,65.2,67.0,1.8,0.3,23.1,21.8,24.4,2.6,1.7,16.4,15.6,17.1,1.5,0.7,
Ecuador,78.4,76.4,80.5,4.1,3.9,68.5,67.7,69.3,1.6,3.3,23.2,22.0,24.3,2.3,1.3,17.6,17.0,18.2,1.2,0.8,
Poland,78.3,74.5,81.9,7.4,4.6,68.7,65.9,71.3,5.4,3.7,22.1,19.5,24.3,4.8,2.9,16.8,14.9,18.5,3.6,2.1,
Slovakia,78.2,74.8,81.4,6.6,4.9,68.5,66.2,70.8,4.6,3.8,21.8,19.3,23.9,4.6,3.3,16.6,14.6,18.2,3.6,2.4,
Albania,78.0,76.3,79.9,3.6,4.5,69.1,68.0,70.3,2.3,3.9,21.0,20.2,21.9,1.7,2.0,16.6,15.9,17.3,1.4,1.6,
Jordan,77.9,77.0,78.8,1.8,5.3,67.6,68.1,67.2,-0.9,4.0,21.8,21.6,22.1,0.5,3.2,16.2,16.3,16.2,-0.1,2.3,
Cuba,77.8,75.4,80.3,4.9,1.0,67.8,66.6,69.2,2.6,0.7,21.6,20.0,23.2,3.2,0.0,16.3,15.2,17.4,2.2,-0.2,
Thailand,77.7,74.4,81.0,6.6,6.4,68.3,65.9,70.6,4.7,5.7,23.6,22.1,24.8,2.7,2.8,18.0,17.0,18.8,1.8,2.4,
China,77.4,74.7,80.5,5.8,5.8,68.5,67.2,70.0,2.8,4.8,21.1,19.2,23.1,3.9,2.7,15.9,15.0,16.9,1.9,1.9,
Iran,77.3,75.7,79.1,3.4,4.7,66.3,66.0,66.5,0.5,3.7,21.8,21.2,22.5,1.3,2.1,15.7,15.6,15.8,0.2,1.4,
Qatar,77.2,78.0,76.6,-1.4,5.9,67.1,68.1,65.1,-3.0,4.7,19.5,20.6,18.4,-2.2,3.6,14.2,15.1,13.1,-2.0,2.6,
Uruguay,77.1,73.5,80.6,7.1,2.3,67.5,65.4,69.5,4.1,1.6,21.7,19.0,24.0,5.0,1.1,16.6,14.9,18.2,3.3,0.6,
Algeria,77.1,76.2,78.1,1.9,4.9,66.4,66.7,66.1,-0.6,3.7,22.0,21.5,22.6,1.1,2.2,16.0,15.9,16.2,0.3,1.4,
Tunisia,77.0,74.9,79.2,4.3,2.9,66.9,66.1,67.7,1.6,2.1,21.5,20.2,22.8,2.6,1.4,16.0,15.1,16.8,1.7,0.9,
Sri Lanka,76.9,73.8,79.8,6.0,5.0,67.0,65.1,69.0,3.9,4.0,20.8,18.6,22.6,4.0,1.2,15.3,13.8,16.6,2.8,0.6,
Bosnia and Herzegovina,76.8,74.4,79.1,4.7,1.4,67.2,65.7,68.7,3.0,1.0,20.2,18.6,21.6,3.0,0.6,15.2,14.1,16.2,2.1,0.2,
Argentina,76.6,73.5,79.5,6.0,2.5,67.1,65.4,68.8,3.4,2.0,21.1,18.8,23.1,4.3,0.9,16.3,14.8,17.6,2.8,0.7,
Antigua and Barbuda,76.5,74.9,78.0,3.1,1.9,67.0,66.2,67.7,1.5,1.5,20.6,19.8,21.3,1.5,0.3,15.8,15.3,16.3,1.0,0.1,
Hungary,76.4,73.1,79.6,6.5,5.1,67.2,65.0,69.3,4.3,4.2,20.2,17.7,22.3,4.6,2.2,15.3,13.4,16.8,3.4,1.7,
Lebanon,76.4,74.0,79.2,5.2,1.8,66.0,65.1,67.0,1.9,1.3,20.5,18.8,22.4,3.6,0.7,15.0,13.9,16.2,2.3,0.1,
Trinidad and Tobago,76.1,72.5,79.9,7.4,6.4,66.2,64.0,68.6,4.6,4.8,22.7,20.4,25.0,4.6,4.6,17.2,15.6,18.9,3.3,3.2,
United Arab Emirates,76.1,75.1,78.4,3.3,2.9,66.0,65.8,66.2,0.4,2.1,19.9,19.2,21.7,2.5,1.2,14.5,14.1,15.3,1.2,0.9,
Armenia,76.0,72.5,79.2,6.7,4.1,67.1,64.9,69.1,4.2,3.6,20.4,18.2,22.1,3.9,1.6,15.7,14.2,16.9,2.7,1.2,
Barbados,76.0,74.3,77.7,3.4,1.5,67.0,66.2,67.7,1.5,1.0,20.9,19.9,21.8,1.9,0.2,16.3,15.7,16.9,1.2,-0.1,
Lithuania,76.0,71.2,80.4,9.2,4.0,66.7,63.4,69.7,6.3,3.6,20.9,17.6,23.5,5.9,1.4,15.9,13.4,17.8,4.4,1.2,
Jamaica,76.0,74.4,77.7,3.3,1.8,66.6,65.9,67.3,1.4,1.2,21.3,20.1,22.6,2.5,0.3,16.4,15.5,17.3,1.8,0.1,
Mexico,76.0,73.1,78.9,5.8,1.6,65.8,64.3,67.2,2.9,1.2,21.8,20.5,23.1,2.6,0.2,16.1,15.3,16.8,1.5,0.3,
Montenegro,75.9,73.2,78.7,5.5,2.3,67.0,65.2,68.7,3.5,1.8,19.4,17.4,21.3,3.9,0.2,14.9,13.5,16.3,2.8,0.0,
Serbia,75.9,73.5,78.3,4.8,4.5,66.9,65.4,68.4,3.0,3.5,19.6,17.9,21.1,3.2,2.5,14.9,13.7,16.0,2.3,1.7,
Brazil,75.9,72.4,79.4,7.0,4.4,65.4,63.4,67.4,4.0,3.7,21.9,20.1,23.5,3.4,2.2,16.4,15.2,17.4,2.2,1.6,
Bahrain,75.8,75.0,77.0,2.0,5.3,65.9,66.0,65.5,-0.5,4.0,19.0,18.7,19.4,0.7,4.0,13.8,13.8,13.9,0.1,2.7,
Paraguay,75.8,73.1,78.8,5.7,1.0,65.8,64.5,67.3,2.8,0.8,21.8,20.2,23.5,3.3,-0.2,16.5,15.4,17.6,2.2,-0.3,
Libya,75.8,74.2,77.3,3.1,1.4,65.2,64.9,65.5,0.6,0.6,21.3,20.5,21.9,1.4,0.3,15.5,15.3,15.8,0.5,-0.1,
Romania,75.6,72.0,79.3,7.3,4.2,66.8,64.3,69.4,5.1,3.5,20.3,17.8,22.4,4.6,2.1,15.7,13.8,17.3,3.5,1.6,
Latvia,75.4,70.6,79.8,9.2,5.2,66.2,62.9,69.3,6.4,4.6,20.5,17.2,23.0,5.8,2.2,15.6,13.2,17.4,4.2,1.7,
Bulgaria,75.1,71.6,78.6,7.0,3.5,66.3,63.9,68.7,4.8,2.8,19.8,17.4,22.0,4.6,2.2,15.2,13.4,16.9,3.5,1.5,
Nicaragua,75.0,72.1,77.9,5.8,1.7,65.5,63.7,67.2,3.5,1.8,20.0,18.0,21.9,3.9,-0.1,15.1,13.7,16.3,2.6,0.0,
El Salvador,75.0,70.6,79.1,8.5,2.5,64.9,61.6,67.8,6.2,2.2,22.1,20.4,23.6,3.2,0.7,16.4,15.1,17.4,2.3,0.3,
North Macedonia,74.8,72.8,76.9,4.1,3.7,66.1,65.1,67.3,2.2,2.9,18.3,17.0,19.6,2.6,1.9,14.0,13.1,14.9,1.8,1.3,
Belarus,74.8,69.7,79.6,9.9,6.0,66.0,62.3,69.4,7.1,5.2,19.7,16.0,22.5,6.5,2.5,15.1,12.3,17.2,4.9,2.0,
Malaysia,74.7,72.6,77.1,4.5,1.9,65.7,64.5,66.9,2.4,1.7,19.5,18.5,20.6,2.1,1.4,14.6,14.0,15.3,1.3,1.1,
Belize,74.4,71.4,77.8,6.4,4.1,65.3,63.5,67.3,3.8,3.0,21.5,20.3,22.9,2.6,2.8,16.7,15.9,17.6,1.7,2.0,
Brunei Darussalam,74.3,73.4,75.4,2.0,2.1,65.6,65.2,66.1,0.9,1.7,19.2,19.0,19.4,0.4,2.4,14.5,14.3,14.7,0.4,1.9,
Saint Lucia,74.3,71.3,77.7,6.4,1.1,64.7,63.0,66.6,3.6,0.7,20.9,19.2,22.9,3.7,0.9,15.8,14.7,17.1,2.4,0.6,
Bangladesh,74.3,73.0,75.6,2.6,8.7,64.3,64.2,64.4,0.2,7.3,20.9,20.3,21.5,1.2,3.1,15.5,15.4,15.7,0.3,2.2,
Saudi Arabia,74.3,73.1,76.1,3.0,3.8,64.0,63.8,64.4,0.6,2.8,19.9,19.3,20.8,1.5,2.4,14.0,13.8,14.4,0.6,1.6,
Kyrgyzstan,74.2,70.7,77.3,6.6,8.2,65.8,63.6,67.7,4.1,7.1,20.0,17.8,21.7,3.9,3.3,15.7,14.2,16.8,2.6,2.6,
Mauritius,74.1,71.0,77.3,6.3,2.9,63.9,62.0,65.9,3.9,2.0,20.3,18.5,22.0,3.5,2.5,14.5,13.3,15.6,2.3,1.6,
Kazakhstan,74.0,70.0,77.6,7.6,10.9,65.0,62.4,67.4,5.0,8.9,19.5,16.8,21.4,4.6,4.2,14.8,13.0,16.2,3.2,3.0,
Cabo Verde,74.0,69.9,77.9,8.0,3.0,64.8,62.2,67.2,5.0,2.8,19.7,16.8,21.8,5.0,-0.7,14.9,13.0,16.3,3.3,-0.5,
Oman,73.9,73.0,75.3,2.3,4.8,64.7,64.5,64.5,0.0,3.8,17.8,17.2,18.5,1.3,2.2,13.2,12.9,13.5,0.6,1.5,
Venezuela,73.9,69.9,78.2,8.3,-0.2,64.4,61.9,67.1,5.2,-0.3,21.7,19.7,23.6,3.9,0.4,16.3,15.0,17.5,2.5,0.3,
Viet Nam,73.7,69.6,78.1,8.5,2.3,65.3,62.4,68.3,5.9,2.0,19.6,16.9,22.0,5.1,0.7,14.8,12.9,16.4,3.5,0.5,
